Tipo de usuario,NewVisitor,ReturningVisitor,Fuente/medio,Google CPC,DFA CPC,BING CPC,Facebook,Tripadvisor,Referrals,Organic / Direct,,C’_digo ISO del pa’_s,Device Type,Mobile,Tablet,Desktop,Users,Sessions,Number of Pages visited,Number of Transactions,Revenue
New Visitor,1,0,buenosearch.com / referral,0,0,0,0,0,1,0,,IE,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,bugarskainfo.com / referral,0,0,0,0,0,1,0,,RS,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,bulgaria.directbooking.ro / referral,0,0,0,0,0,1,0,,RO,desktop,0,0,1,4,4,5,0,0
New Visitor,1,0,bulgariatravel.bg / referral,0,0,0,0,0,1,0,,BG,desktop,0,0,1,2,2,4,0,0
Returning Visitor,0,1,bulgariatravel.bg / referral,0,0,0,0,0,1,0,,BG,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,bunis.org / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,burguesinhasuburbana.blogspot.com.br / referral,0,0,0,0,0,1,0,,BR,mobile,1,0,0,1,1,3,0,0
New Visitor,1,0,busca.uol.com.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,12,12,57,0,0
Returning Visitor,0,1,busca.uol.com.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,6,6,37,0,0
New Visitor,1,0,busca.uol.com.br / referral,0,0,0,0,0,1,0,,BR,tablet,0,1,0,2,2,7,0,0
Returning Visitor,0,1,busca.uol.com.br / referral,0,0,0,0,0,1,0,,BR,tablet,0,1,0,1,1,2,0,0
New Visitor,1,0,buscarempleo.republica.com / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,buscatrabajo.org / referral,0,0,0,0,0,1,0,,ES,mobile,1,0,0,3,3,6,0,0
Returning Visitor,0,1,buscatrabajo.org / referral,0,0,0,0,0,1,0,,ES,mobile,1,0,0,3,5,8,0,0
New Visitor,1,0,buscatrabajo.org / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,2,2,6,0,0
New Visitor,1,0,buscatrabajo.org / referral,0,0,0,0,0,1,0,,FR,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,buscatrabajo.org / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,2,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,17,17,55,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,7,7,33,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,4,4,14,0,0
Returning Visitor,0,1,businessinsider.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,3,9,46,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,2,2,6,0,0
Returning Visitor,0,1,businessinsider.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,2,5,16,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,1,1,3,0,0
New Visitor,1,0,businessinsider.com / referral,0,0,0,0,0,1,0,,MX,tablet,0,1,0,1,1,1,0,0
Returning Visitor,0,1,businessinsider.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,1,1,8,0,0
New Visitor,1,0,businesstravelnews.com / referral,0,0,0,0,0,1,0,,PL,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,bvg.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,6,0,0
New Visitor,1,0,bwaok.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,6,0,0
New Visitor,1,0,bwi-it.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,23,0,0
Returning Visitor,0,1,bwi-it.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,7,0,0
Returning Visitor,0,1,c.transatlantica.com.ar / referral,0,0,0,0,0,1,0,,AR,desktop,0,0,1,1,2,12,0,0
New Visitor,1,0,ca-mg5.mail.yahoo.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,2,2,6,0,0
New Visitor,1,0,ca-mg6.mail.yahoo.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,ca-mg6.mail.yahoo.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,ca.search.yahoo.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,96,97,278,0,0
Returning Visitor,0,1,ca.search.yahoo.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,40,53,223,0,0
New Visitor,1,0,ca.search.yahoo.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,1,1,11,0,0
New Visitor,1,0,ca.search.yahoo.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,ca.yhs4.search.yahoo.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,4,4,22,0,0
Returning Visitor,0,1,ca.yhs4.search.yahoo.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,3,6,9,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,17,17,111,0,0
Returning Visitor,0,1,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,6,10,28,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,ES,tablet,0,1,0,4,3,4,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,ES,mobile,1,0,0,2,2,7,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,FR,desktop,0,0,1,2,2,3,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,IT,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,IT,tablet,0,1,0,1,1,2,0,0
New Visitor,1,0,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,UY,desktop,0,0,1,1,1,3,0,0
Returning Visitor,0,1,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,BE,desktop,0,0,1,1,1,4,0,0
Returning Visitor,0,1,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,SE,desktop,0,0,1,1,1,3,0,0
Returning Visitor,0,1,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,2,15,0,0
Returning Visitor,0,1,cadenashoteleras.org / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,2,20,0,0
New Visitor,1,0,cadizturismo.com / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cafe.naver.com / referral,0,0,0,0,0,1,0,,KR,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,cafe.naver.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,1,1,0,0,0
New Visitor,1,0,calis.delfi.lv / referral,0,0,0,0,0,1,0,,LV,desktop,0,0,1,1,1,8,0,0
Returning Visitor,0,1,calis.delfi.lv / referral,0,0,0,0,0,1,0,,LV,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,camjoo.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,camjoo.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,campeonatolatinoamericano.com / referral,0,0,0,0,0,1,0,,AR,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,campeonatolatinoamericano.com / referral,0,0,0,0,0,1,0,,CL,mobile,1,0,0,1,1,3,0,0
New Visitor,1,0,camteria.com / referral,0,0,0,0,0,1,0,,NO,mobile,1,0,0,1,1,2,0,0
Returning Visitor,0,1,camteria.com / referral,0,0,0,0,0,1,0,,RU,desktop,0,0,1,1,1,5,0,0
New Visitor,1,0,canaalimentos.com.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canaalimentos.com.br / referral,0,0,0,0,0,1,0,,BR,mobile,1,0,0,1,1,22,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,CA,mobile,1,0,0,682,683,1858,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,CA,desktop,0,0,1,621,623,1485,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,CA,tablet,0,1,0,364,365,902,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,CA,mobile,1,0,0,238,277,690,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,CA,desktop,0,0,1,201,221,731,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,CA,tablet,0,1,0,142,175,514,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,US,mobile,1,0,0,23,24,86,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,US,desktop,0,0,1,21,21,47,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,US,tablet,0,1,0,10,10,16,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,US,desktop,0,0,1,9,14,76,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,MX,mobile,1,0,0,7,7,11,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,MX,tablet,0,1,0,7,7,13,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,US,mobile,1,0,0,7,8,39,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,JM,mobile,1,0,0,5,5,12,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,US,tablet,0,1,0,5,7,10,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,MX,desktop,0,0,1,3,3,6,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,DO,tablet,0,1,0,2,2,2,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,MX,tablet,0,1,0,2,3,12,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,AR,mobile,1,0,0,1,1,13,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,AW,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,BB,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,BE,mobile,1,0,0,1,1,6,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,CH,mobile,1,0,0,1,1,5,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,DO,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,GB,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,GB,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,GY,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,HK,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,JM,tablet,0,1,0,1,1,2,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,JP,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,LC,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,NL,mobile,1,0,0,1,1,2,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,PA,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,SA,mobile,1,0,0,1,1,5,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,TC,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,canada sale / email,0,0,0,0,0,0,0,,ZZ,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,BE,mobile,1,0,0,1,1,12,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,DO,desktop,0,0,1,1,4,17,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,DO,tablet,0,1,0,1,2,10,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,JM,tablet,0,1,0,1,2,4,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,MX,desktop,0,0,1,1,1,2,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,MX,mobile,1,0,0,1,3,16,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,NL,mobile,1,0,0,1,1,1,0,0
Returning Visitor,0,1,canada sale / email,0,0,0,0,0,0,0,,SA,mobile,1,0,0,1,1,1,0,0
Returning Visitor,0,1,canadiantraveller.com / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,1,1,2,0,0
Returning Visitor,0,1,canalgolf.com / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canariatravel.cz / referral,0,0,0,0,0,1,0,,CZ,desktop,0,0,1,8,8,24,0,0
Returning Visitor,0,1,canariatravel.cz / referral,0,0,0,0,0,1,0,,CZ,desktop,0,0,1,4,7,37,0,0
New Visitor,1,0,canariatravel.cz / referral,0,0,0,0,0,1,0,,CZ,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,canariatravel.cz / referral,0,0,0,0,0,1,0,,CZ,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,canariatravel.cz / referral,0,0,0,0,0,1,0,,ZZ,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,canariatravel.cz / referral,0,0,0,0,0,1,0,,AT,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cancun-map.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,2,2,10,0,0
New Visitor,1,0,cancun-map.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,2,2,2,0,0
New Visitor,1,0,cancun-map.com / referral,0,0,0,0,0,1,0,,BE,tablet,0,1,0,1,1,3,0,0
New Visitor,1,0,cancun-map.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cancun-map.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,1,1,16,0,0
Returning Visitor,0,1,cancun-map.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,cancun.travel / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,cancunissimo.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,2,2,13,0,0
Returning Visitor,0,1,cancunissimo.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,2,3,8,0,0
New Visitor,1,0,cancunissimo.com / referral,0,0,0,0,0,1,0,,MX,mobile,1,0,0,1,1,7,0,0
New Visitor,1,0,cancunissimo.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,cancunissimo.com / referral,0,0,0,0,0,1,0,,VE,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,65,65,169,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,33,44,168,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,25,25,67,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,11,11,37,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,8,8,18,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,7,7,26,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,5,5,16,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,5,7,24,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,4,4,8,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,GB,desktop,0,0,1,4,4,11,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,2,2,3,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,AR,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,GB,tablet,0,1,0,1,1,2,0,0
New Visitor,1,0,cancunmap.com / referral,0,0,0,0,0,1,0,,IT,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,AR,desktop,0,0,1,1,3,7,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,AU,desktop,0,0,1,1,1,3,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,1,1,1,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,1,1,2,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,GB,desktop,0,0,1,1,1,2,0,0
Returning Visitor,0,1,cancunmap.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cancunweddingplanning.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,cancunweddingplanning.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,4,0,0
New Visitor,1,0,candianews.gr / referral,0,0,0,0,0,1,0,,GR,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,canpicafort.es / referral,0,0,0,0,0,1,0,,DE,tablet,0,1,0,1,1,4,0,0
New Visitor,1,0,canpicafort.es / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,canpicafort.es / referral,0,0,0,0,0,1,0,,FR,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,canpicafort.es / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,0,0,0
New Visitor,1,0,canuckabroad.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,1,1,2,0,0
New Visitor,1,0,capgemini.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,2,0,0
Returning Visitor,0,1,captours.ro / referral,0,0,0,0,0,1,0,,RO,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,capvoyages.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,1,1,9,0,0
New Visitor,1,0,carglass-betriebsrat.mitarbeiterangebote.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,1,1,2,0,0
New Visitor,1,0,carib.ru / referral,0,0,0,0,0,1,0,,RU,desktop,0,0,1,1,1,6,0,0
New Visitor,1,0,carib.ru / referral,0,0,0,0,0,1,0,,RU,mobile,1,0,0,1,1,4,0,0
New Visitor,1,0,caribbean.citysmart.info / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,1,1,1,0,0
Returning Visitor,0,1,caribbean.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,1,1,9,0,0
Returning Visitor,0,1,caribbeannewsdigital.com / referral,0,0,0,0,0,1,0,,DK,desktop,0,0,1,1,1,2,0,0
Returning Visitor,0,1,caribbeanup.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,caribya.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,4,0,0
New Visitor,1,0,caribya.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,3,0,0
New Visitor,1,0,caribya.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,1,1,2,0,0
New Visitor,1,0,carlaandsteve.com / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,carlaandsteve.com / referral,0,0,0,0,0,1,0,,IT,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,carlaynicosecasan.com / referral,0,0,0,0,0,1,0,,AR,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,carlaynicosecasan.com / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,13,0,0
New Visitor,1,0,carlotastockar.com / referral,0,0,0,0,0,1,0,,AR,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,carlotastockar.com / referral,0,0,0,0,0,1,0,,AR,mobile,1,0,0,1,1,5,0,0
Returning Visitor,0,1,carlotastockar.com / referral,0,0,0,0,0,1,0,,AR,mobile,1,0,0,1,1,16,0,0
New Visitor,1,0,carmenteira.es / referral,0,0,0,0,0,1,0,,GB,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,carolina-kevin.nearlyweds.com / referral,0,0,0,0,0,1,0,,CO,mobile,1,0,0,1,1,2,0,0
New Visitor,1,0,carolina-kevin.nearlyweds.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,4,0,0
Returning Visitor,0,1,carolina-kevin.nearlyweds.com / referral,0,0,0,0,0,1,0,,CO,mobile,1,0,0,1,1,1,0,0
Returning Visitor,0,1,carolina-kevin.nearlyweds.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,1,1,1,0,0
New Visitor,1,0,carrefour.natecnia.com / referral,0,0,0,0,0,1,0,,ES,desktop,0,0,1,1,1,3,0,0
Returning Visitor,0,1,carrefourprive.com / referral,0,0,0,0,0,1,0,,FR,tablet,0,1,0,2,2,22,0,0
Returning Visitor,0,1,carrefourprive.com / referral,0,0,0,0,0,1,0,,ES,tablet,0,1,0,1,2,10,0,0
New Visitor,1,0,carsten-eich.de / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,3,3,10,0,0
New Visitor,1,0,carsten-eich.de / referral,0,0,0,0,0,1,0,,DE,tablet,0,1,0,3,3,6,0,0
New Visitor,1,0,carsten-eich.de / referral,0,0,0,0,0,1,0,,DE,mobile,1,0,0,2,2,4,0,0
New Visitor,1,0,carsten-eich.de / referral,0,0,0,0,0,1,0,,CH,desktop,0,0,1,1,1,1,0,0
Returning Visitor,0,1,carsten-eich.de / referral,0,0,0,0,0,1,0,,DE,tablet,0,1,0,1,1,1,0,0
New Visitor,1,0,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,12,12,33,0,0
New Visitor,1,0,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,BR,mobile,1,0,0,11,11,107,0,0
Returning Visitor,0,1,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,3,4,16,0,0
New Visitor,1,0,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,BR,tablet,0,1,0,2,2,3,0,0
New Visitor,1,0,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,GB,mobile,1,0,0,1,1,1,0,0
Returning Visitor,0,1,casamentonapraia.net.br / referral,0,0,0,0,0,1,0,,BR,mobile,1,0,0,1,1,2,0,0
Returning Visitor,0,1,casinocity.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,3,4,17,0,0
New Visitor,1,0,casinocity.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,1,1,4,0,0
New Visitor,1,0,catho.com.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,3,3,9,0,0
New Visitor,1,0,catracalivre.com.br / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,16,16,51,0,0
New Visitor,1,0,catracalivre.com.br / referral,0,0,0,0,0,1,0,,BR,mobile,1,0,0,3,3,13,0,0
New Visitor,1,0,catracalivre.com.br / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,2,2,4,0,0
New Visitor,1,0,catracalivre.com.br / referral,0,0,0,0,0,1,0,,GB,desktop,0,0,1,1,1,1,0,0
New Visitor,1,0,cctravel.dk / referral,0,0,0,0,0,1,0,,DK,tablet,0,1,0,4,4,12,0,0
New Visitor,1,0,cctravel.dk / referral,0,0,0,0,0,1,0,,DK,desktop,0,0,1,2,2,2,0,0
Returning Visitor,0,1,cctravel.dk / referral,0,0,0,0,0,1,0,,DK,desktop,0,0,1,2,7,13,0,0
Returning Visitor,0,1,cctravel.dk / referral,0,0,0,0,0,1,0,,DK,tablet,0,1,0,1,2,2,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,242,242,1636,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,172,172,508,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,121,122,460,0,0
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,mobile,1,0,0,51,64,270,0,0
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,desktop,0,0,1,37,42,191,1,2079
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,US,tablet,0,1,0,28,33,171,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,16,16,171,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,16,16,51,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,15,15,41,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,GB,mobile,1,0,0,7,7,26,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,GB,tablet,0,1,0,7,8,25,0,0
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,tablet,0,1,0,6,7,24,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,BR,desktop,0,0,1,5,5,16,0,0
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,mobile,1,0,0,5,7,13,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,MX,desktop,0,0,1,4,4,8,0,0
Returning Visitor,0,1,cdn.viglink.com / referral,0,0,0,0,0,1,0,,CA,desktop,0,0,1,4,4,18,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,DE,desktop,0,0,1,3,3,5,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,BE,desktop,0,0,1,2,2,10,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,FR,desktop,0,0,1,2,2,2,0,0
New Visitor,1,0,cdn.viglink.com / referral,0,0,0,0,0,1,0,,AE,desktop,0,0,1,1,1,2,0,0
